Account_ID,Account_Number,Bank_Name,Owner_ID
AC02357,518364000000.00,Canara Bank,A00890
AC02358,836613000000.00,Axis Bank,A00939
AC02359,630484000000.00,HDFC Bank,A01633
AC02360,502923000000.00,Canara Bank,A01753
AC02361,459306000000.00,State Bank of India,A00611
AC02362,950335000000.00,ICICI Bank,A00541
AC02363,426199000000.00,Union Bank of India,A00042
AC02364,739876000000.00,State Bank of India,A01993
AC02365,235588000000.00,Axis Bank,A00881
AC02366,362840000000.00,State Bank of India,A01975
AC02367,856801000000.00,Karnataka Bank,A01132
AC02368,955263000000.00,ICICI Bank,A01838
AC02369,473607000000.00,Union Bank of India,A00459
AC02370,292508000000.00,Axis Bank,A01831
AC02371,528842000000.00,HDFC Bank,A00174
AC02372,227557000000.00,Karnataka Bank,A01007
AC02373,162237000000.00,Union Bank of India,A01948
AC02374,140680000000.00,ICICI Bank,A01144
AC02375,627531000000.00,Axis Bank,A01094
AC02376,733603000000.00,Karnataka Bank,A01968
AC02377,684938000000.00,Canara Bank,A00444
AC02378,742818000000.00,ICICI Bank,A00406
AC02379,145153000000.00,ICICI Bank,A00222
AC02380,398933000000.00,Axis Bank,A01958
AC02381,675178000000.00,ICICI Bank,A01677
AC02382,724681000000.00,Axis Bank,A01282
AC02383,948238000000.00,Axis Bank,A01461
AC02384,448203000000.00,HDFC Bank,A01368
AC02385,518942000000.00,Karnataka Bank,A00397
AC02386,229563000000.00,Union Bank of India,A00126
AC02387,826515000000.00,Union Bank of India,A01723
AC02388,683454000000.00,HDFC Bank,A00651
AC02389,558562000000.00,HDFC Bank,A01459
AC02390,100294000000.00,Union Bank of India,A00504
AC02391,893566000000.00,Karnataka Bank,A00147
AC02392,472569000000.00,Union Bank of India,A00307
AC02393,952765000000.00,State Bank of India,A00935
AC02394,305912000000.00,Karnataka Bank,A01706
AC02395,715903000000.00,HDFC Bank,A00111
AC02396,483175000000.00,Axis Bank,A01809
AC02397,355730000000.00,HDFC Bank,A01924
AC02398,510265000000.00,State Bank of India,A00007
AC02399,839335000000.00,Axis Bank,A01756
AC02400,488023000000.00,HDFC Bank,A01500
AC02401,616457000000.00,State Bank of India,A00654
AC02402,540452000000.00,Union Bank of India,A01647
AC02403,331325000000.00,ICICI Bank,A00760
AC02404,416973000000.00,State Bank of India,A01444
AC02405,783563000000.00,ICICI Bank,A01470
AC02406,648103000000.00,Union Bank of India,A00774
AC02407,200861000000.00,Axis Bank,A00872
AC02408,947151000000.00,Axis Bank,A01575
AC02409,106399000000.00,HDFC Bank,A01587
AC02410,111256000000.00,Karnataka Bank,A00627
AC02411,376473000000.00,State Bank of India,A00124
AC02412,941984000000.00,HDFC Bank,A01810
AC02413,535553000000.00,Union Bank of India,A00234
AC02414,397792000000.00,ICICI Bank,A00451
AC02415,321461000000.00,ICICI Bank,A01133
AC02416,259143000000.00,HDFC Bank,A01661
AC02417,884090000000.00,Union Bank of India,A00375
AC02418,360639000000.00,Axis Bank,A00601
AC02419,772900000000.00,HDFC Bank,A00136
AC02420,828692000000.00,Canara Bank,A01678
AC02421,276982000000.00,Union Bank of India,A01258
AC02422,358430000000.00,ICICI Bank,A01789
AC02423,109784000000.00,Union Bank of India,A01683
AC02424,443018000000.00,Canara Bank,A01567
AC02425,107211000000.00,Canara Bank,A01966
AC02426,894484000000.00,ICICI Bank,A00078
AC02427,850468000000.00,Union Bank of India,A00363
AC02428,310148000000.00,Canara Bank,A01013
AC02429,296402000000.00,Karnataka Bank,A00117
AC02430,196316000000.00,Axis Bank,A01039
AC02431,321267000000.00,Canara Bank,A01383
AC02432,270776000000.00,Karnataka Bank,A01092
AC02433,362343000000.00,Canara Bank,A01023
AC02434,771485000000.00,State Bank of India,A01760
AC02435,985131000000.00,Axis Bank,A00912
AC02436,719603000000.00,Karnataka Bank,A00843
AC02437,804754000000.00,HDFC Bank,A01067
AC02438,561672000000.00,Karnataka Bank,A01469
AC02439,478473000000.00,State Bank of India,A00589
AC02440,645504000000.00,HDFC Bank,A00929
AC02441,450671000000.00,HDFC Bank,A01138
AC02442,494301000000.00,HDFC Bank,A01783
AC02443,658697000000.00,Canara Bank,A01713
AC02444,734133000000.00,Union Bank of India,A01264
AC02445,464286000000.00,State Bank of India,A00469
AC02446,508220000000.00,Karnataka Bank,A01493
AC02447,405811000000.00,ICICI Bank,A01507
AC02448,663446000000.00,Canara Bank,A00632
AC02449,634941000000.00,Union Bank of India,A01164
AC02450,328006000000.00,Canara Bank,A01587
AC02451,414297000000.00,Axis Bank,A01022
AC02452,505334000000.00,State Bank of India,A01652
AC02453,438552000000.00,Karnataka Bank,A01405
AC02454,524633000000.00,Union Bank of India,A01668
AC02455,397415000000.00,Union Bank of India,A01915
AC02456,971755000000.00,Union Bank of India,A01533
AC02457,727186000000.00,Union Bank of India,A01719
AC02458,303747000000.00,Canara Bank,A01370
AC02459,712689000000.00,Axis Bank,A00472
AC02460,578132000000.00,Axis Bank,A01313
AC02461,972399000000.00,Karnataka Bank,A01350
AC02462,108763000000.00,HDFC Bank,A01391
AC02463,203995000000.00,ICICI Bank,A01947
AC02464,135077000000.00,Canara Bank,A00840
AC02465,844993000000.00,Canara Bank,A01370
AC02466,868302000000.00,State Bank of India,A01136
AC02467,154491000000.00,Canara Bank,A00876
AC02468,994498000000.00,Karnataka Bank,A01942
AC02469,461663000000.00,Axis Bank,A00922
AC02470,631964000000.00,Union Bank of India,A01896
AC02471,789164000000.00,State Bank of India,A00739
AC02472,661363000000.00,Axis Bank,A00515
AC02473,118785000000.00,Union Bank of India,A01239
AC02474,731581000000.00,Karnataka Bank,A01238
AC02475,802067000000.00,Karnataka Bank,A01214
AC02476,696028000000.00,Union Bank of India,A00094
AC02477,419982000000.00,ICICI Bank,A00037
AC02478,317673000000.00,Axis Bank,A00683
AC02479,342585000000.00,HDFC Bank,A01966
AC02480,226909000000.00,State Bank of India,A01869
AC02481,757748000000.00,State Bank of India,A01718
AC02482,849300000000.00,HDFC Bank,A00388
AC02483,590969000000.00,State Bank of India,A01878
AC02484,580018000000.00,ICICI Bank,A01335
AC02485,209176000000.00,Axis Bank,A01356
AC02486,652756000000.00,Canara Bank,A00379
AC02487,816509000000.00,Axis Bank,A00509
AC02488,803949000000.00,Union Bank of India,A01119
AC02489,640160000000.00,HDFC Bank,A01508
AC02490,987178000000.00,Axis Bank,A00764
AC02491,358913000000.00,HDFC Bank,A00015
AC02492,750645000000.00,ICICI Bank,A00607
AC02493,681385000000.00,Axis Bank,A00048
AC02494,143541000000.00,Karnataka Bank,A01242
AC02495,300387000000.00,HDFC Bank,A00342
AC02496,267566000000.00,Karnataka Bank,A00706
AC02497,357297000000.00,State Bank of India,A01714
AC02498,505096000000.00,Karnataka Bank,A01518
AC02499,405589000000.00,Karnataka Bank,A01583
AC02500,261347000000.00,Axis Bank,A01060
